appId,title,description,genre,score,installs,developer
com.drugscom.app,Drugs.com Medication Guide,"Manage meds, identify pills, check interactions, compare prices and more. Discover detailed, peer-reviewed info on over 24,000 prescription drugs, OTC meds, and natural products all in one place.

WHAT’S NEW
- Customizable home screen: Show, hide, and reorder app sections to suit your needs.
- Light & dark support: Switch between themes in Settings > Appearance.

Key Features
- My Med List: Create your health profile and track drug interactions, reminders and alerts, with offline access.
- Price Guide: Find the lowest prices for medications and search pharmacies near you.
- Pill Identifier: Identify pills by imprint, color and shape to confirm medications with confidence.
- Interactions Checker: Check potential interactions between prescription medications, OTC drugs, and supplements.
- Q & A: Find answers to thousands of medication-related questions, join support groups or ask a question.
- Compare Tool: Compare any medication side-by-side.
- Side Effects Checker: Access detailed side effect information for thousands of prescription and OTC medications, from common mild reactions to rare severe effects.
- Dosage Information: Reliable dose guidance.
- FDA Alerts: Stay up to date with product recalls, safety alerts, and FDA-related news.
- Health Professionals: Tailored tools and information for medical professionals, including FDA monographs.

Permissions
We request limited permissions to improve your experience:
- Network access: Required to connect to our database.
- Media/Storage: For installation on your SD card only, we never access your personal files.
- Your location: Used when you choose to find nearby pharmacies when using the drug discount card.

About Drugs.com
With over 25 million U.S. monthly visitors, Drugs.com is a Webby-nominated health information platform offering peer-reviewed data on more than 24,000 medications. Whether you're a patient, caregiver, or healthcare professional, the app provides reliable tools to manage and understand medication use.

Note: Drugs.com does not provide medical advice, diagnosis or treatment. Do not rely on this app to replace medical advice, diagnosis or treatment. Always consult with your healthcare professional.

Support & Subscriptions
Please visit: https://www.drugs.com/apps/support/ for support and feedback, if its subscription related, our team will prioritize your request.",Medical,4.7399845,"1,000,000+",Drugs.com
xyz.rtrvr.pillo,Pillo: Pill Reminder & Tracker,"<b>The #1 Pill Reminder App. A.K.A Angry Pill Clock </b>

<b>WHAT IS PILLO?</b>
Pillo is a medication reminder alarm and tracker. Unlike others, the Pillo not only reminds your pill, med and prescriptions with alarms but also offers all utility functions for managing medications. No matter what medication you take, such as those for high blood pressure, arthritis, diabetes, or even birth control, we care about all your medications and symptoms with tracking your BP, glucose like bio feedback and weight.

Say goodbye to missed medications and ‘Did I take my med today?’ moment with Pillo, your personal medication assistant. This app is more than just a reminder; it's a full-fledged medication management system, integrating personalized reminders, comprehensive tracking, and detailed Rx information with a med list. Pillo is designed to seamlessly remind you about your daily pill and med routine, enhancing your health and well-being 

<b>💊 Outstanding Features for Managing Medicines Like a Pro</b>

<i><b>1. PILL & MEDICATION REMINDER ALARM </b></i>
Pill reminders alert you strongly for each of your medications, enhancing adherence and overall health

<i><b>2. MEDICATION TRACKER</b></i>
Conveniently track your prescriptions history with automatic logging upon responding to reminders, simplifying your health routine

<i><b>3. HEALTH MEASUREMENT TRACKER</b></i>

- Weight
- Blood pressure tracker
- Glucose, Blood sugar
- HbA1c
- Water reminder for hydration tracker
- Heart rate

<i><b>4. MEDICATION LIST, DIARY</b></i>
Manage your medication list like a virtual med cabinet. It automatically tracks your pill stock and alerts you when a refill is required. Keeping a dose diary also greatly helps with smarter tracking

<i><b>5. TIMER TO PREVENT DISTRACTION</b></i>
Encourages immediate medication intake, vital for maintaining an effective health routine

<i><b>6. COVER ANY COMPLEX DOSAGE SCHEDULES</b></i>
Pillo expertly handles diverse medication schedules, such as birth control and stair stepping ensuring you stay on track with any complex regimen. Including supplements like vitamins, calcium, etc.

<i><b>7. ADJUSTABLE SNOOZE</b></i>
Advanced reminders with a user-friendly snooze option to ensure no missed doses

<i><b>8. REFILL ALERTS & PILL STOCK MANAGEMENT</b></i>
Proactively manage your medication supply with Pillo’s efficient refill reminders and inventory tracking

<i><b>9. CHECK MEAL STATUS BEFORE TAKING MEDICATION</b></i>
Optimize your health outcomes by syncing medication with your dietary needs through Pillo's specialized meal-time alerts

<i><b>10. CAREGIVER MODE FOR YOUR FAMILY AND PETS</b></i>
Efficiently manage and coordinate the medication routines of dependents and caregivers within the app, ensuring everyone's health needs are met

<i><b>11. CO-CARE YOUR MEDICINES WITH YOUR FAMILY AND FRIENDS</b></i>
Consistent intervals between doses are crucial for effective medication management, which Pillo facilitates with ease

<i><b>12. WHEN REACH DAILY MED GOAL, GET FREE DONATION CHANCE</b></i>
Your adherence to the medication routine not only benefits you but also contributes to charitable causes

<i><b>13. DATA BACKUP & PRIVACY PROTECTION</b></i>
Secure backup and sync data across devices. And your data privacy, we ensure it with stringent privacy measures and secure handling of your personal information

<i><b>14. TO BE DEVELOPED </b></i>
-Drug Interactions
-Drug-induced Nutrition Depletion
-Side Effect Report
- Symptom Tracker

We welcome any suggestions!

<b>MANAGE MEDS LIKE A PRO</b>
Pillo is your trusted companion for managing both prescription and OTC medications. Available at pharmacies like Walgreens and CVS, it’s your go-to solution for efficient and reliable medication management. 

<b>WELCOME YOUR FEEDBACK</b>
Share your suggestions at support@pillo.care. If Pillo has enhanced your med routine, please consider a five-star review (⭐️⭐️⭐️⭐️⭐️) 

<b>DOWNLOAD PILLO</b>",Medical,4.740136,"100,000+",angry pill alarm
com.redcliffelabs,Redcliffe Labs - Blood Test,"Preventive Health Checkups are essential for good health and wellness. Full body checkups and blood tests help detect health disorders early and avoid chronic conditions.

For improved convenience and accessibility, Redcliffe Labs—Healthy India’s Trusted Labs—introduces a user-friendly Diagnostics App. No more long queues for regular health checkups; now you can Book Online Blood Tests at Home. Our Healthcare App offers hassle-free, affordable services with free doorstep sample collection.

Redcliffe Labs is India’s digitally-first leading diagnostic network with 80+ Labs and 2000+ Wellness & Collection Centers across 220+ cities. Regardless of your location, your health is our priority, and we take every step to bring healthcare closer to you.

⚕️Redcliffe Labs Health App Features:

• Book a Health test for regular checkups at home
• Choose between home or laboratory tests as per your preference
• Check health risks based on clinically reliable reports
• Connect with qualified health advisors for test selection
• Find a nearby lab
• Book tests in one minute
• Live tracking of phlebotomists
• Calculate your BMI online
• Access and download blood test reports
• Flexibility to compare the past & present report
• Create profiles for family and friends for easy bookings
• Book a free online doctor consultation

In addition to routine tests, you can also book specialized tests related to cancer, genetics, and pregnancy with the Redcliffe Labs App—your trusted healthcare provider.

🧪Popular Health Tests:

1. Smart Full Body Checkup
2. Vital Screening Package
3. Thyroid Tests
4. Diabetes Tests
5. Vitamin Tests
6. HbA1c
7. Kidney Function Test (KFT)
8. Liver Function Test (LFT)
9. Double-Marker & Other Pregnancy Tests
10. Hemoglobin Test
11. All Other Blood/Urine Tests

Explore over 3600+ Wellness & Illness tests on our online healthcare app—your comprehensive solution for holistic wellness. With today’s sedentary lifestyle and dietary habits, healthcare issues are common, making reliable solutions necessary. Redcliffe Labs’ Healthcare Providers are dedicated to offering high-end services.

🔬Why Choose Redcliffe Labs?

• State-of-the-Art Laboratories
• Experienced Phlebotomists
• Expert Supervision by MD Pathologists at All Labs
• On-time, Clinically Reliable Test Reports
• 24x7 Customer Support
• Recommended by 50,000+ Doctors
• Trusted by 7 Million+ Customers

We are a customer-first health checkup app committed to 100% satisfaction. Whether you need diagnostic services or a free doctor consultation app, your search ends here.

For more information on high-end healthcare diagnostic services, visit www.redcliffelabs.com. For end-to-end information on various diseases, visit My Health section on www.redcliffelabs.com/myhealth/.

Follow Us:

Facebook: https://www.facebook.com/RedcliffeLabs
Instagram: https://www.instagram.com/redcliffelabs/
LinkedIn: https://www.linkedin.com/company/redcliffelabs/
Twitter: https://twitter.com/redcliffelab
YouTube: https://www.youtube.com/c/RedcliffeLabs_

If you like the Redcliffe Labs App, please rate us on the Play Store and send your feedback to care@redcliffelabs.com.",Medical,4.6363635,"1,000,000+",Redcliffe Labs
com.huckleberry_labs.app,Huckleberry: Baby & Child,"Help your family get the sleep they need with Huckleberry, the award-winning baby tracker app trusted by over 4 million parents worldwide.

This all-in-one parenting tool becomes your family's second brain, giving you the confidence to make informed decisions. Born from real parent experience, we combine sleep science and smart tracking to transform restless nights into restful routines.

TRUSTED SLEEP GUIDANCE & TRACKING 

Your baby's sleep and daily rhythms are unique. Our comprehensive baby tracker helps you understand their natural patterns while providing expert sleep guidance every step of the way. From breastfeeding to diapers, our newborn tracker gives you peace of mind in those early days and beyond. 

SWEETSPOT®: YOUR SLEEP TIMING COMPANION

A most-loved feature that predicts your baby's ideal nap times with remarkable accuracy. No more guessing about sleep windows or watching for tired cues—SweetSpot® learns your child's unique rhythms to suggest optimal sleep times. Available with Plus and Premium memberships.

FREE APP FEATURES

• Simple, one-touch baby tracker for sleep, diaper changes, feedings, pumping, growth, potty training, activities and medicine
• Complete breastfeeding timer with tracking for both sides
• Sleep summaries and history, plus average sleep totals
• Track multiple children with individual profiles
• Reminders when it’s time for medication, feedings, and more
• Sync with multiple caregivers across different devices

PLUS MEMBERSHIP

• All free features, and:
• SweetSpot®: See the ideal time for sleep 
• Schedule Creator: Plan age-appropriate sleep schedules
• Insights: Get data-driven guidance for sleep, feedings, and milestones
• Enhanced Reports: Discover your child’s trends
• Voice & Text Tracking: Log activities through simple conversation

PREMIUM MEMBERSHIP

• Everything in Plus, and:
• Custom Sleep Plans from pediatric experts
• Ongoing support as your baby grows
• Weekly progress check-ins

GENTLE, EVIDENCE-BASED APPROACH 

Our sleep guidance never requires ""crying it out."" Instead, we blend trusted sleep science with gentle, family-centered solutions that respect your parenting style. Every recommendation is made for your family's needs and comfort level.

PERSONALIZED PARENTING SUPPORT

• Expert newborn tracker tools and analytics
• Get custom sleep schedules based on your baby's age and patterns
• Science-backed guidance for common sleep challenges
• Navigate sleep regressions with confidence
• Receive timely recommendations as your baby grows
• Help your newborn develop healthy sleep habits from day one

AWARD-WINNING RESULTS

The Huckleberry baby tracker app holds a top ranking in the parenting category globally. Today, we help families across 179 countries achieve better sleep. Up to 93% of families using our baby sleep tracking report improved sleep patterns.

Whether you're navigating newborn sleep, infant solids or toddler milestones, Huckleberry provides the tools and guidance your family needs to flourish.

REAL FAMILIES, FLOURISHING

“I am so glad we decided to use this tracker app!!! The frequent newborn nighttime feedings turned my brain to mush. Keeping track of my little one's feedings helped so much. At 3 months, we decided to upgrade and track his sleep. He started sleeping through the night (8:30pm - 7:30am) within 3 days! Such a game changer!!! I HIGHLY recommend it!” - Georgette M

“This app is absolutely amazing! I started using it when my baby was first born to time pumping sessions. I then started tracking her feedings and now that she is coming up on two months old I've started tracking her sleep. All the features other than sleep are completely free and we will definitely be getting premium now that we are tracking sleep!” - Sara S.

Terms of Use: https://www.huckleberrycare.com/terms-of-use
Privacy Policy: https://www.huckleberrycare.com/privacy-policy",Parenting,4.8243904,"1,000,000+",Huckleberry Labs
com.grofers.customerapp,Blinkit: Grocery in 10 minutes,"Blinkit is India’s last minute app. Trusted by millions, it is your everyday online grocery shopping app that home-delivers 10,000+ daily groceries in just a blink. Buy milk products, fresh fruits & vegetables, daily grocery, kitchen, home & office items by shopping for them online on Blinkit. Enjoy easy and smooth app experience with quick delivery. ⏰

✅ Fresh fruits & vegetables
✅ Milk, curd, bread, butter, eggs, cheese, paneer
✅ Snacks, biscuits, chips, ice cream, chocolates
✅ Cold drinks, ice, bottle opener
✅ Atta, rice, dal, oil, masalas, noodles
✅ Personal care, detergent, cleaning supplies
✅ Diapers & baby care
✅ Pet food
✅ Bulbs, batteries, mobile chargers
✅ Emergency medicines, thermometer
✅ Kitchen tools like chopper, blender, grinder
✅ Puja needs
✅ Stationery
✅ Smart watches, LED lights, Headphones

💄 Beauty & skincare store
Shop a huge range of authentic makeup, bath & body, hair care products, luxury beauty brands, beauty accessories & much more!

🎧 Electronics store
Wireless or bluetooth earphones? Check. Smart watches? Yes. LED lights? Absolutely! Shop affordable and latest electronics online at best prices, only on Blinkit.

⚡ Safe and quick grocery delivery app
The average driving speed for Blinkit (formerly Grofers) delivery agents is 20kmph, since we have a grocery delivery store located every 2 km to instantly serve you.

💰 Many safe payment options
Do your grocery shopping online on Blinkit & pay safely and securely for your groceries with UPI, COD or cards / wallets / netbanking / buy now pay later. We accept Sodexo meal pass and Paytm food wallet too.

🔌 Authentic phone accessories
We don’t want you to wait for the most premium and authentic phone accessories out there – which is why you can get them in minutes on Blinkit.

🖨️ Printouts delivered in minutes
With Blinkit, you can get a printout of anything delivered in just minutes. With convenient options of both black & white and coloured prints, get all your documents sorted instantly!

🤑 Low prices, amazing offers
Blinkit (formerly Grofers) offers you big discounts and savings on daily grocery, bundles and bank offers. We give the best prices on online groceries with our monthly House Full Sale!

📍 Live order tracking & helpful customer support
Track your grocery order online, right from your payment being confirmed to the delivery of your groceries. In case you need help, simply tap & chat with our customer support executives who are always ready to assist you.

🚑 Ambulance in minutes
Our ambulances are equipped with essential equipment like oxygen cylinders, stretcher, monitor, etc. Each ambulance has a paramedic, an assistant & a trained driver to make sure we are able to deliver the highest quality of service. Only available in Gurugram.

✔️ Delivering groceries in 20+ cities
Instantly do your grocery shopping online! Get delivery of milk, vegetables, bread, snacks & more on the Blinkit app in Ahmedabad, Bengaluru, Chandigarh, Chennai, Delhi, Faridabad, Gurgaon, Hyderabad, Jaipur, Jalandhar, Kanpur, Kolkata, Lucknow, Ludhiana, Meerut, Mohali, Mumbai, Panchkula, Pune, Noida, Ghaziabad, Vadodara & Zirakpur.

😮 Huge variety of local & international brands
Blinkit (formerly Grofers) grocery delivery app has a huge variety of shopping brands available online, including local specialities. Get the latest products from leading brands like boAt, Ekam, MasterChow, The Body Shop, Farmley, Engage, The Whole Truth, The Moms Co, SuperBottoms, Tropicana, Nestle, Coca Cola, Lay’s, Harvest, Ferrero, Toblerone, Oreo, Nutella, Starbucks, Clinique, Kama Ayurveda, L'Occitane, Innisfree, Davidoff, Rage Coffee, Lindt, Starbucks, Blue Tokai, Sleepy Owl, Wingreens Farms, Bagrry's, Gunsberg, Jade Forest, Jimmy's Cocktails, Eveready, Nivea, Garnier, Lakmé, Haldiram's, Bikano, Heinz, Vahdam, Dettol, Cadbury, ITC, Colgate Palmolive, PepsiCo, Durex, Licious, Aashirvaad, Saffola, Patanjali, Fortune, 24 Mantra, TGL Co., Nestle, Amul, Dabur, & many more.",Food & Drink,4.671779,"100,000,000+",Blinkit
in.swiggy.android.instamart,Instamart: 10 Mins Grocery App,"With Swiggy Instamart, get instant delivery of groceries in just 10 minutes!* Order Vegetables, Kitchen essentials, Electronics, Beauty products, Home decor etc - right to your door. Shop from over 30,000+ products from the best grocery shopping app.

✅ High-quality groceries, fruits & vegetable delivery 
✅ Curd, bread, butter, eggs, cheese, paneer and Amul milk home delivery 
✅ Ferrero Rocher & Cadbury chocolates, Pringles chips, Karachi Bakery biscuits
✅ Soft drinks, Bisleri water, snacks, ice, ice cream etc via  instant grocery
✅ Atta, rice, pulses, cooking oil, spices, noodles etc & more on groceries delivery app
✅ Personal care products, detergents, cleaning supplies
✅ Baby care, diapers, baby food essentials
✅ Pet food, pet necessities & more on 10 minutes delivery app
✅ Everyday electronics like chargers, bulbs, batteries
✅ Kitchen gadgets like choppers, blenders, grinders 
✅ Puja supplies at the best grocery store app
✅ Stationery items for work & school
✅ Cool gadgets like smartwatches, headphones, LED lights
✅ Emergency supplies like torches, first aid, band-aids


🥕 Fast Delivery of the freshest fruits and vegetables 
Order vegetables online & get tomatoes, avocado, fruits and more with Swiggy Instamart, the quick grocery delivery app. 


💰 Many safe payment options + cash on delivery too!
Swiggy Instamart, a grocery shopping app delivery for everyday needs. Pay securely for groceries & other products with UPI, Cash on delivery, or cards / wallets / netbanking / LazyPay. We accept Sodexo meal pass too.


💸 Low prices groceries delivery, amazing offers 24x7
This instant delivery app brings discounts, savings, deals & bank offers on groceries with fast delivery. Enjoy the Mega Savings Festival during the first week of every first month– where you get up to 60% off . Also score freebies & discounts on first purchase on Swiggy Instamart, the best grocery shopping app.


🌺 Puja needs & groceries delivery
Get puja essentials like flowers, oil, agarbatti in just a  few clicks. Open our grocery store delivery app to get instant grocery & enjoy your shopping online. 


🎊 Festive Essentials in a Flash with Fast Delivery
From decorations, to balloons, and party supplies for all your events & festivals, like Rakhi, Diwali, Holi, & more. 


🎁 Perfect gifts
Get instant delivery & find a gift for any occasion with Swiggy Instamart, the best instant delivery app & grocery app. Impress with gifts, whether it's Mother's Day, Father's Day, Valentine's Day, or any special event.


🎧 Electronics store with fast delivery
Wired or bluetooth earphones? Smart watches & LED lights? Shop for electronics via Swiggy Instamart, finest grocery store delivery app in your city. 

✔️ Now Delivering in 100+ Cities 
Find best products and groceries online on Swiggy’s grocery app in Find best products and groceries online on Swiggy’s grocery app in Bangalore, Chennai, Delhi, Gurgaon, Hyderabad, Kolkata, Mumbai, Noida, Pune, Ahmedabad, Central Goa, Chandigarh, Coimbatore, Dehradun, Faridabad, Indore, Jaipur, Kochi, Lucknow, Mysore, Surat, Thiruvananthapuram, Vadodara, Vijayawada, Vizag, Bhubaneswar, Kozhikode, Nagpur, Nashik, Pondicherry, Mangaluru, Guntur, Bhopal, Thrissur, Varanasi, Rajkot, Ludhiana, Warangal, Kanpur, Udaipur, Amritsar, Salem, Ranchi, Tirupati , Trichy, Manipal, Vellore, Allahabad, Kollam, Khammam, Hubli, Gorakhpur, Belgaum, Sonipat, Kottayam, Agra, Patiala, Kurnool, Ambala, Karimnagar, Panipat, Nellore, Aligarh, Bhiwadi, Gwalior, Shivamogga, Vapi, Jalandhar, Alappuzha, Sri Ganganagar, Tirupur, Erode, Madurai, Bareilly, Kota, Ujjain, Aurangabad, Roorkee, Kakinada, Mathura, Patna, Meerut, Moradabad, Palakkad, Thoothukudi, Tirunelveli, Raipur, Jamshedpur, Jabalpur, Kanchipuram, Jodhpur, Bathinda, Thanjavur, Siliguri, Thiruvalla, Vizianagaram, Cuttack, Anand, Latur, Nagercoil, Dibrugarh, Rudrapur, Ajmer, Guwahati, Karnal & Tumakuru.

*T&C Apply",Shopping,4.607843,"10,000,000+",Swiggy
com.webmd.android,WebMD: Symptom Checker,"From WebMD, the one healthcare app you need to check symptoms; learn about conditions and drugs; research treatments and diagnoses; find doctors and specialists in your area; get prescription drug savings at your local pharmacy; and set medication reminders. 

Key Features: 
• Symptom Checker – Choose your symptoms, learn about potential conditions or issues, and lookup treatment and care options.
• Doctor Finder – Find the closest doctors and specialists based on your current location or search by city, state or zip. 
• Medication Reminders – Never miss a dose. You’ll receive reminders when it’s time to take your medications. View daily prescription schedules and instructions, plus pill images with dosage and timing information for each drug.
• Conditions – Find medically-reviewed information about conditions relevant to you and learn more about causes, treatments, and related symptoms. 
• WebMD Rx – We partner with major pharmacy chains to find the lowest prescription drug prices, which often beat insurance co-pays. It’s 100% free to use. No registration required. 
• Customization and Saving Functionality – Save your conditions, drugs, doctors, hospitals, pharmacies, and healthy living articles for secure, easy access and reference. 
• Symptom Tracker – Track ongoing symptoms & conditions over time. 
• Drug Interaction Checker – Find and identify potentially harmful and unsafe combinations of prescription medications by entering two or more drugs in question.

About WebMD
WebMD Health Corp. is the leading provider of health information services, serving consumers, physicians, healthcare professionals, employers, and health plans through our public and private online portals, mobile platforms and health-focused publications. More than 95 million unique visitors access the WebMD Health Network each month.

If you are a California resident, California law may provide you with certain rights regarding our use of your personal information. For more information relevant to our users who are California residents, please review the ""California Residents"" section of our Privacy Policy linked on this download page or within our app.

The WebMD Health Network includes WebMD Health, Medscape, MedicineNet, emedicineHealth, RxList, theheart.org, drugs.com and Medscape Education.
SOURCE WebMD Health Corp.

WebMD. Better Information. Better Health.
WebMD does not provide medical advice, diagnosis or treatment. Always seek the advice of your physician or other qualified health provider with any questions you may have regarding a medical condition. Never disregard professional medical advice or delay in seeking it because of something you have read on the WebMD mobile application.",Medical,4.0582047,"10,000,000+","WebMD, LLC"
com.iherb,iHerb: Vitamins & Supplements,"Shop iHerb for the best-curated selection of health and wellness brands, all at a great value, delivered right to your door. With products ranging from vitamins and supplements to sports nutrition, groceries, beauty, and self-care, we are the one-stop shop for health and wellness essentials for millions of happy customers globally. We make wellness better. 

Wellness Comes Easy With The iHerb App

EXCLUSIVE OFFERS
Access discounts only for iHerb App users. Save 20% on your first app order with code: APP123. Terms and conditions apply.

MAXIMIZE YOUR SAVINGS WITH REWARDS
Share iHerb’s unbeatable value and earn Rewards credit to turn into free products or cash out. Earn even more with weekly Super Rewards.

TRUSTED BRANDS
iHerb stores and ships over 50,000 top-quality products from trusted national brands directly from our own climate-controlled fulfillment centers with no resellers.

GUARANTEED QUALITY
We test our own iHerb brand supplements for ingredient purity and potency, so you know what’s on the label is what’s in the bottle. We publish best-buy dates on all product descriptions so customers always get the freshest product. 

AUTOSHIP & SAVE
No fees or commitments. Set your delivery schedule and get the guaranteed lowest discounted price on vitamins, sports nutrition, self-care, and more. 

TRACK YOUR ORDERS 
Never miss a delivery with tracking notifications and live order updates sent directly to your phone.

AUTHENTIC REVIEWS
We allow product reviews only from customers who have ordered that specific product from iHerb. This assures genuine reviews to help you make smarter buying choices.

EASY RETURNS AND REFUNDS
Shop with confidence knowing If you are unsatisfied, you can submit your request within 30 days of purchase for hassle-free refunds.

SIMPLE & SECURE CHECKOUT
Shop your favorite health, wellness, and fitness products smoothly and securely with 40 localized payment options in 80 currencies and more than 100 shipping carriers.

24/7 CUSTOMER SERVICE
We are reachable 24 hours a day, 7 days a week, by virtual chat to answer questions and resolve issues with your order.

SHOP BY CATEGORY:
Vitamins, Supplements, Minerals, Herbs, Antioxidants, Amino Acids, Fish Oil & Omegas, Immune Boosters, Magnesium, Collagen, Protein Powders, Pre-Workout, Creatine, Hydration & Electrolytes, Probiotics, Weight Management, Greens & Superfoods, Homeopathy, K-Beauty, Makeup, Bath & Personal Care, Moms & Maternity, Pets

SHOP BY BRAND:
California Gold Nutrition, Mild By Nature, Thorne, Life Extension, Eucerin, Beauty of Joseon, Natural Factors, NOW Foods, Optimum Nutrition, Nature’s Way, Vital Proteins, Nordic Naturals, Goli Nutrition, Quest Nutrition, Bob's Red Mill, Simply Organic, Advanced Clinicals and many more.

SHOP BY INTEREST:
Digestive Support, Anti-Aging & Longevity, Cleanse and Detox; Hair, Skin & Nails; Women’s Health, Bone, Joint, & Cartilage, Children’s Health, Brain & Cognitive, Men’s Health, Heart Health, Sleep & Mood, Stress, Eye & Vision, Seasonal Allergies, Common Cold & Flu, Pain Relief, Vegan, Vegetarian, Gluten-Free, Organic, Cruelty-Free, Non-GMO

ABOUT iHERB
iHerb is a United States-based retailer that sells more than 50,000 products across 1,800 popular brands. For over 28 years, iHerb has been the global leader in health and wellness, with products that range from vitamins and supplements to sports nutrition, grocery, beauty, self-care, pets, and products to create a healthier home. 
 
DISCLAIMER
Information on the App should not be considered a substitute for advice from a healthcare professional. The products and claims made about specific products on iHerb's App have not been evaluated by the United States Food and Drug Administration and are not approved to diagnose, treat, cure, or prevent disease.",Shopping,4.759032,"10,000,000+",iHerb
com.ada.app,Ada – check your health,"Get a health check for yourself and your relatives. You can check your symptoms online 24/7 and find out possible causes. Whatever's bothering you, from pain, headache, or anxiety to allergy or food intolerance, the free Ada app (symptom checker) could help you find answers from the comfort of your home.

Doctors have trained Ada for years so that you can get an assessment within minutes.

<b>How do free symptom checks work?</b>

You answer simple questions about your health and symptoms.
The AI of the Ada app assesses your answers against its medical dictionary of thousands of disorders and medical conditions.
You receive a personalized assessment report that tells you what may be wrong and what you could do next.

<b>What can you expect from our app?</b>

- Data privacy and security – we apply the strictest data regulations to protect and keep your information private.
- Smart results – our core system connects medical knowledge with intelligent technology.
- Personalized health information – your guidance is personal to your unique health profile.
- Health assessment report – share relevant information with your doctor by exporting your report as a PDF.
- Symptom tracking – track your symptoms and their severity in the app.
- 24/7 access – you can use the free symptom checker anytime, anywhere.
- Health articles – read exclusive articles written by our experienced doctors.
- BMI calculator – check your body mass index (BMI) and find out if you’re a healthy weight.
- Assessments in 7 languages – choose your language and change it from the settings at any point: English, German, French, Swahili, Portuguese, Spanish, or Romanian.

<b>What can you tell Ada?</b>

The Ada app can help you if you have common or less common symptoms. Here are some of the most common searches:

Symptoms:
- Fever
- Allergic rhinitis
- Loss of appetite
- Headache
- Abdominal pain and tenderness
- Nausea
- Fatigue
- Vomiting
- Dizziness


Medical conditions:
- Common cold
- Influenza infection (flu)
- COVID-19
- Acute bronchitis
- Viral sinusitis
- Endometriosis
- Diabetes
- Tension headache
- Migraine
- Chronic pain
- Fibromyalgia
- Arthritis
- Allergy
- Irritable bowel syndrome (IBS)
- Anxiety disorder
- Depression


Categories:
- Skin conditions such as rashes, acne, insect bites
- Women health and pregnancy
- Children’s health
- Sleeping problems
- Indigestion issues, such as vomiting, diarrhea
- Eye infections


<b>Disclaimer</b>
Disclaimer: The Ada app is a certified Class IIa medical device in the European Union.  

CAUTION: The Ada app cannot give you a medical diagnosis. Contact urgent care immediately in an emergency. The Ada app does not replace your healthcare professional's advice or an appointment with your doctor.

We want to hear from you. If you have any feedback or just want to get in touch, reach us at hello@ada.com. Your feedback will be processed in accordance with our Privacy Policy [https://ada.com/privacy-policy/].",Medical,4.600576,"10,000,000+",Ada Health
com.matrixcare.hhho.mobile,MatrixCare Clinical,"MatrixCare® Hospice and MatrixCare® Home Health solutions enable hospice organizations and home health agencies to enforce best practices that maximize compliance, improve patient outcomes, increase efficiencies and drive cash flow through optimized billing.  

This mobile clinical solution enables clinicians to document and input clinical data at the point-of-care to ensure accuracy and compliance without sacrificing patient care. 

The workflow-driven solution makes it easy for clinicians to follow standard care planning practices that result in predictable patient outcomes and improved reimbursements for your hospice organization or home health agency.

User Agreement: https://www.brightree.com/wp-content/uploads/2024/05/Brightree-Home-Health-Hospice-User-Agreement.pdf-1.pdf",Medical,1.8717948,"1,000+","MatrixCare, Inc."
com.medicaljoyworks.clinicalsense,Clinical Sense,"With Clinical Sense, you can improve your ability to appropriately manage a patient over time: from presentation, to admission, to discharge and follow-up. Assume the role of a physician navigating a plethora of challenging clinical situations and make critical medical decisions in real time.

Clinical Sense is designed for practicing physicians, medical students, nursing professionals, and other healthcare practitioners who want to learn and have fun while doing so. After all, practice makes perfect; and practice can be fun!

Our scenarios offer a wide range of medical specialties, which can be played in minutes. They are also accompanied by a concise yet comprehensive discussion of the diagnostic reasoning, including insights into the ideal management of complications that may arise.

The scenarios in this award-winning app are all based on the actual case-management experiences of more than 200 physicians across 30 specialties from all over the world.

New scenarios are released regularly, often in keeping with global endemic and epidemic trends, to help you brush up on the management skills that are the need of the hour! 

Achievements:
• #1 ranked app in 40+ countries.
• Top ranked free medical app in 120 countries.
• 1,000,000+ downloads worldwide.",Medical,4.62,"1,000,000+",Medical Joyworks
com.medicaljoyworks.clinicalodyssey,Clinical Odyssey,"Have fun learning medicine!

Play over 600 games where you diagnose and treat patients. See how you did compared to 800,000 other medical professionals. Then, read explanations written by specialists. Learn optimal diagnostic rationales and management.   

With Clinical Odyssey, you have fun and get to practice your skills.",Medical,3.3333333,"10,000+",Medical Joyworks
com.clinicalink.orion.production,Clinical ink,"Clinical ink is an easy-to-use app designed to make it easier to be a participant in a clinical trial. You can download and use it on your own Android smartphone. Depending on the clinical trial, Clinical ink may provide some or all of the following capabilities:

·       Assistance with addresses and/or directions for your upcoming visits
·       Reminders to take medications or perform tasks that are part of your clinical trial
·       Relevant videos or content to help you understand more about the trial you are part of, or to help you prepare for upcoming tasks or appointments
·       Questionnaires about how you are feeling or about performing trial tasks
·       Feedback about your performance on trial tasks

If you have any trouble downloading or using this app, please contact the clinical trial site where you are a participant.

Please note - to facilitate core clinical trial data collection while your device is online and offline, this app requires access to your device's file management system.",Medical,4.142857,"1,000+","Clinical Ink, Inc."
